Instance,Algorithm,P1_Name,P1_Val,P2_Name,P2_Val,BestCost,Evaluations,TimeMicros
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,16532,170240,27139
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,15912,425600,64507
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,14824,687040,101308
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,26510,17328,2611
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,22458,17594,2655
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,24856,17974,2730
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,24098,35720,6275
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,21220,54150,8201
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,18050,32908,4973
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,21044,60078,9148
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,25946,52972,8044
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,21726,39824,6215
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,16996,246658,37754
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,17308,175788,26470
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,15106,124602,19117
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,23088,191520,29472
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,17438,385358,62262
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,15812,210330,32760
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,21046,17480,2394
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,20476,39900,5675
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,16996,59280,8428
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,24138,20900,2785
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,16864,35150,4689
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,15106,62320,8548
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,19774,25460,3371
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,17122,66500,12341
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,18452,100320,13764
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,24008,33440,4418
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,15426,95000,13219
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,18820,156560,22151
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,17904,170240,24424
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,15960,437000,66077
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,17388,680960,101950
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,17150,12084,2006
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,25204,21128,3706
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,22300,14668,2678
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,23062,27208,4968
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,17918,45106,8100
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,20182,20254,3686
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,17918,93594,16520
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,17928,53694,7991
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,19872,39140,5841
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,26998,125742,18985
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,17126,214054,35033
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,16150,83600,12842
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,26688,147668,22451
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,16220,222300,33427
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,14820,157320,23913
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,24408,19000,2649
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,17998,38000,5036
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,16882,56240,7493
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,16698,15580,2038
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,16220,46550,6069
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,17104,77520,10190
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,15106,24320,3180
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,18664,53200,7160
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,17912,106400,14479
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,22122,33440,4552
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,17056,92150,12107
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,17024,161120,21208
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,15174,170240,22417
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,16568,425600,56699
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,15566,680960,91307
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,18016,12578,1981
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,20122,16758,2620
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,17458,10526,1651
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,23678,34162,5566
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,19120,21774,3381
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,25778,29716,4621
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,19968,48260,7585
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,18072,49438,7401
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,15812,60724,9235
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,14996,74784,11270
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,18016,75278,12196
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,15206,93594,13989
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,16086,184414,27558
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,14996,157396,26977
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,16718,193002,34603
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,22370,15200,2430
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,18496,36100,5662
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,17600,53200,8358
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,19328,20140,3183
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,22690,31350,4899
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,16986,77520,14833
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,16718,23180,6107
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,19096,44650,10013
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,17376,110960,23929
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,19034,33440,6053
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,16748,91200,14232
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,14822,159600,26792
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,16900,172140,28501
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,15418,425600,64739
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,14228,682480,90806
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,18932,31388,4971
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,20482,18126,2772
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,25646,8360,1250
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,24318,21204,3167
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,17938,43510,6523
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,16852,34428,5156
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,24240,69540,10412
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,20538,44726,8522
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,16982,53732,8089
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,24240,78356,11959
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,14810,200146,30397
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,16220,278084,42506
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,18642,183844,27734
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,16664,186580,28222
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,16524,465272,70278
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,16220,15960,2169
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,19114,38950,5320
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,16718,62320,8383
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,21162,20900,3988
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,21100,35150,6339
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,15904,77520,10147
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,20764,21660,3101
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,18376,57000,7791
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,14812,104880,15312
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,22490,38380,5162
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,17142,95950,18774
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,14162,148960,31001
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,19068,170240,28625
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,17706,425600,73437
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,16388,680960,99610
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,16114,9576,1448
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,18110,19228,2899
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,16214,10298,1559
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,19018,17898,2679
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,20780,34314,5208
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,18772,33934,5108
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,19846,57570,9261
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,15106,72618,13423
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,16980,126350,19587
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,18110,123044,18755
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,17364,180956,30528
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,14150,105830,26925
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,22214,150632,38190
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,14812,589608,97486
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,14810,281846,42343
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,23932,14820,1957
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,20836,28500,3730
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,17508,54720,7219
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,16114,19380,2553
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,14812,43700,5701
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,21442,66880,8734
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,16972,26220,3417
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,17558,64600,8418
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,16962,103360,13524
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,16882,42560,5633
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,18778,83600,11038
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,18964,147440,19493
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,17286,174420,23005
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,16364,425600,58427
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,15832,699200,93579
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,23876,8360,1298
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,14146,19646,3380
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,23374,11666,1924
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,21636,28500,4766
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,21636,20748,3346
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,19568,24510,3943
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,22868,120498,18754
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,17624,105792,15958
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,18110,94316,15933
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,17346,88350,13821
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,18110,109136,34683
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,18154,209076,40627
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,17624,230014,62238
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,18110,218196,46250
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,21162,409032,82362
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,19068,14820,2492
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,16938,40850,5796
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,17674,48640,6373
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,19092,20520,2757
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,17364,37050,5324
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,17016,69920,9701
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,24368,26220,3481
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,17558,58900,8041
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,16996,104880,14274
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,17624,44080,7038
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,16990,89300,13303
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,18504,141360,24029
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,17596,170240,23263
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,15864,425600,57234
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,14784,680960,91778
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,21718,31996,4800
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,25244,14592,2232
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,21302,10830,1644
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,21346,18012,2746
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,18964,69312,10738
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,17002,27588,4160
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,22070,112822,17036
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,21766,48070,7179
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,22236,44916,6832
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,21718,107502,16267
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,18964,139460,20928
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,17364,136116,20658
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,18110,183122,27844
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,18110,207214,31997
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,15106,401964,60483
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,17860,12160,1628
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,14812,37050,4938
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,19138,57760,7792
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,26444,12540,1643
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,16682,50350,6630
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,17370,77520,10292
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,17576,26600,3553
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,16292,59850,7855
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,19634,92720,12079
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,17546,34960,4620
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,18120,93100,12441
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,16396,144400,19083
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,18784,171760,22623
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,17678,425600,56906
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,16798,693120,97114
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,18546,10260,1546
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,15680,11666,1746
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,17646,11856,1772
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,21400,17898,2692
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,18572,21964,3295
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,18738,19380,2899
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,18528,62510,9357
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,16468,44004,6563
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,16296,47918,7147
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,16986,177612,26823
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,16996,82916,12380
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,17562,198778,29950
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,22740,173052,26488
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,17558,287888,44915
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,15016,474772,71757
data\chr20c.dat,SA,Alpha,0.8,L_Factor,2,18776,17860,2478
data\chr20c.dat,SA,Alpha,0.8,L_Factor,5,19648,38000,5033
data\chr20c.dat,SA,Alpha,0.8,L_Factor,8,18840,50160,6549
data\chr20c.dat,SA,Alpha,0.85,L_Factor,2,16900,17100,2230
data\chr20c.dat,SA,Alpha,0.85,L_Factor,5,16996,48450,6375
data\chr20c.dat,SA,Alpha,0.85,L_Factor,8,16114,68400,8905
data\chr20c.dat,SA,Alpha,0.9,L_Factor,2,17772,26600,3486
data\chr20c.dat,SA,Alpha,0.9,L_Factor,5,17024,59850,7824
data\chr20c.dat,SA,Alpha,0.9,L_Factor,8,16664,92720,12149
data\chr20c.dat,SA,Alpha,0.95,L_Factor,2,20874,33440,4476
data\chr20c.dat,SA,Alpha,0.95,L_Factor,5,18720,103550,13736
data\chr20c.dat,SA,Alpha,0.95,L_Factor,8,19610,133760,17637
data\chr20c.dat,SA,Alpha,0.99,L_Factor,2,17564,170240,22746
data\chr20c.dat,SA,Alpha,0.99,L_Factor,5,17328,435100,57700
data\chr20c.dat,SA,Alpha,0.99,L_Factor,8,14174,680960,96784
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,10,23270,23826,3562
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,4,29654,18582,2989
data\chr20c.dat,TS,P_Factor,1,Tenure_Factor,2,14844,26030,4477
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,10,27758,31502,4696
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,4,20090,51376,7682
data\chr20c.dat,TS,P_Factor,2,Tenure_Factor,2,18284,29792,4446
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,10,21388,116660,17598
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,4,16664,93860,14079
data\chr20c.dat,TS,P_Factor,5,Tenure_Factor,2,19660,76532,11539
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,10,16682,155306,23244
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,4,18786,120878,18051
data\chr20c.dat,TS,P_Factor,10,Tenure_Factor,2,15812,126426,19187
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,10,14810,183806,27689
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,4,16962,150518,22974
data\chr20c.dat,TS,P_Factor,20,Tenure_Factor,2,14142,465880,70151
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,148,36704,6009
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,96720,15982
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,142,150784,25521
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,144,46624,7804
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,136,114080,18943
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,174592,28707
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,136,71424,12443
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,142,153760,26673
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,136,261888,42782
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,170,87296,14365
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,138,300080,57930
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,144,416640,71255
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,156,450368,76506
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,156,1133360,187793
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,166,1777664,302200
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,154,58806,11063
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,138,77121,14405
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,144,73062,13704
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,140,144342,27088
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,136,163548,30403
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,134,110583,20672
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,146,250569,46772
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,334521,63884
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,643302,120179
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,138,981288,182858
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,134,553212,103100
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,581922,108254
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,138,1079595,202052
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,132,1137510,214029
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1347885,252329
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,144,36704,6223
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,134,94240,17508
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,136,146816,24617
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,144,44640,7329
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,142,114080,24355
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,140,174592,30325
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,140,63488,10468
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,134,156240,26528
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,134,261888,44355
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,140,123008,21004
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,140,290160,55801
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,142,499968,83406
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,168,457312,78119
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,168,1111040,188472
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,152,1781632,303444
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,140,66033,12336
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,140,61875,11612
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,140,95832,17858
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,142,178398,33337
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,140,150777,28141
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,132,251955,47146
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,144,259083,48188
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,372339,70724
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,132,395802,74672
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,142,771210,147328
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,134,630333,119604
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,132,589050,115937
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,138,1486485,287202
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,130,2046033,395981
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1985247,479929
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,142,39680,6511
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,138,94240,15614
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,132,142848,23951
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,150,43648,7214
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,138,114080,19089
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,186496,31573
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,148,64480,11490
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,130,161200,26857
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,134,246016,40832
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,144,121024,19775
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,158,238080,39122
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,140,432512,71567
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,164,444416,73924
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,160,1158160,200456
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,154,1849088,307769
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,138,102366,19181
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,140,108999,20290
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,142,66132,12337
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,148,104940,20761
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,136,297396,55620
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,134,109296,27107
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,144,567072,123080
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,138,356103,86951
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,134,352242,164616
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,136,517077,129990
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,130,823383,196733
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,132,1384020,262874
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,130,1556973,305220
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,130,1519254,289616
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,132,1418472,278310
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,144,34720,5812
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,142,86800,14364
