Instance, OptCost, Algorithm, Run, InitCost, FinalCost, Solution
chr20c,14142,H,43,96766,89402,2 1 16 5 13 17 14 7 3 10 19 6 18 20 15 4 11 8 9 12
chr20c,14142,G,43,96766,16664,4 13 6 14 5 12 19 11 20 10 1 9 16 7 2 18 8 3 17 15
chr20c,14142,S,43,96766,18954,4 13 3 14 5 10 17 11 15 18 12 9 16 7 2 19 20 1 8 6
chr20c,14142,RS,43,96766,66478,18 15 19 3 1 20 2 13 17 10 9 8 7 11 6 4 5 12 14 16
chr20c,14142,RW,43,96766,66702,10 14 4 3 5 7 16 2 8 1 19 12 18 17 11 9 15 20 13 6
chr20c,14142,H,44,142866,93068,2 8 16 5 7 17 14 9 19 10 4 1 11 20 15 3 18 6 13 12
chr20c,14142,G,44,142866,31310,2 17 11 13 12 9 6 7 1 10 20 19 16 3 14 8 15 18 4 5
chr20c,14142,S,44,142866,28498,10 3 14 17 4 16 5 18 7 9 13 1 6 8 19 2 20 11 12 15
chr20c,14142,RS,44,142866,76046,10 9 2 3 20 15 6 1 11 19 18 16 14 12 13 5 4 17 8 7
chr20c,14142,RW,44,142866,61856,17 10 5 19 2 20 9 4 1 18 8 14 7 13 11 6 3 16 15 12
chr20c,14142,H,45,121966,91628,2 1 16 5 13 17 14 7 19 10 3 6 18 20 15 4 11 8 9 12
chr20c,14142,G,45,121966,32578,12 6 9 2 1 20 16 5 18 10 8 4 19 11 13 15 7 3 17 14
chr20c,14142,S,45,121966,21324,7 11 1 19 14 12 16 4 9 10 2 13 20 5 6 18 8 3 17 15
chr20c,14142,RS,45,121966,55250,10 12 4 17 8 20 6 7 9 1 3 19 14 15 11 16 5 2 13 18
chr20c,14142,RW,45,121966,63874,20 8 12 19 2 18 4 7 16 10 15 1 13 14 11 17 5 6 9 3
chr20c,14142,H,46,98560,67194,19 5 16 18 13 17 14 9 2 10 3 1 6 20 15 4 11 8 7 12
chr20c,14142,G,46,98560,24700,4 14 15 6 13 11 16 17 7 18 9 10 12 2 5 19 20 1 8 3
chr20c,14142,S,46,98560,26234,11 7 20 5 9 18 2 16 19 10 1 8 15 13 14 17 4 3 12 6
chr20c,14142,RS,46,98560,67284,18 6 8 17 7 20 14 10 3 5 15 12 16 2 4 9 13 19 11 1
chr20c,14142,RW,46,98560,66802,7 19 2 15 3 12 5 13 1 18 14 20 9 8 6 16 4 11 17 10
chr20c,14142,H,47,88194,116002,11 1 15 5 9 20 14 7 3 10 4 6 18 17 16 19 2 8 13 12
chr20c,14142,G,47,88194,16804,12 6 7 9 2 3 16 4 20 18 10 13 15 5 14 17 19 1 8 11
chr20c,14142,S,47,88194,26272,9 11 2 20 1 17 7 16 19 10 5 8 15 13 14 18 4 3 12 6
chr20c,14142,RS,47,88194,71308,3 20 4 8 9 14 2 18 19 13 15 10 17 1 7 16 6 11 12 5
chr20c,14142,RW,47,88194,64918,17 19 14 5 6 4 15 10 2 13 1 18 12 20 9 11 16 8 3 7
chr20c,14142,H,48,99250,85092,11 1 16 18 13 17 15 9 19 10 4 6 5 20 12 3 2 8 7 14
chr20c,14142,G,48,99250,23780,13 8 6 2 4 12 5 18 9 7 10 1 15 17 20 3 14 11 19 16
chr20c,14142,S,48,99250,24676,18 1 10 8 20 17 3 4 15 2 5 13 7 14 6 11 16 12 9 19
chr20c,14142,RS,48,99250,66008,1 16 4 12 20 18 6 13 19 15 8 3 2 11 5 14 17 7 10 9
chr20c,14142,RW,48,99250,58532,13 5 1 17 8 2 3 6 19 9 12 14 20 4 18 16 15 10 7 11
chr20c,14142,H,49,100014,108380,2 10 16 18 7 17 14 9 19 8 3 1 5 20 15 12 11 6 13 4
chr20c,14142,G,49,100014,32152,2 12 5 19 16 11 14 8 15 10 7 13 1 18 20 9 4 3 17 6
chr20c,14142,S,49,100014,21222,12 2 6 9 1 4 16 7 5 18 13 11 14 19 3 10 20 8 17 15
chr20c,14142,RS,49,100014,65970,20 3 8 19 11 10 4 2 16 18 12 9 5 1 13 15 6 14 17 7
chr20c,14142,RW,49,100014,63476,10 12 18 6 2 11 20 5 13 7 9 1 17 4 8 19 3 15 14 16
chr20c,14142,H,50,125598,105338,2 1 17 18 13 16 14 9 19 10 3 6 5 20 15 4 11 8 7 12
chr20c,14142,G,50,125598,26128,18 1 19 20 11 14 7 4 16 10 6 13 15 5 2 17 9 3 12 8
chr20c,14142,S,50,125598,26632,18 8 19 11 17 14 15 4 16 12 6 13 3 5 10 1 7 2 9 20
chr20c,14142,RS,50,125598,68788,4 6 8 14 12 13 7 18 17 2 1 19 11 20 15 9 16 10 3 5
chr20c,14142,RW,50,125598,58632,14 13 7 6 19 11 1 17 16 10 18 2 5 9 20 4 3 12 15 8
chr20c,14142,H,51,84638,81820,2 1 16 5 13 17 14 9 19 10 4 6 11 20 15 12 18 8 7 3
chr20c,14142,G,51,84638,32550,9 2 17 1 10 5 6 8 13 7 4 18 15 20 16 3 12 11 19 14
chr20c,14142,S,51,84638,28848,9 2 13 20 10 4 6 18 14 7 5 1 15 8 17 3 12 11 19 16
chr20c,14142,RS,51,84638,71860,20 18 6 14 15 12 17 5 9 1 7 4 11 2 8 16 3 19 13 10
chr20c,14142,RW,51,84638,54408,4 15 19 6 3 18 13 12 11 10 20 1 14 7 9 16 2 5 8 17
chr20c,14142,H,52,122998,93398,2 1 15 5 13 17 14 7 19 10 3 6 18 9 16 4 11 8 20 12
chr20c,14142,G,52,122998,29680,6 4 11 14 12 2 7 20 13 17 9 3 16 8 1 5 19 10 18 15
chr20c,14142,S,52,122998,23324,5 4 13 19 17 2 15 10 16 12 11 3 14 18 8 1 7 6 9 20
chr20c,14142,RS,52,122998,61988,10 5 9 4 20 12 3 18 15 2 6 19 11 13 8 7 16 17 1 14
chr20c,14142,RW,52,122998,68972,18 3 16 17 1 2 12 4 13 11 10 5 9 15 14 7 19 20 6 8
chr20c,14142,H,53,128024,108028,2 1 16 5 13 17 14 20 19 8 3 10 11 9 15 4 18 6 7 12
chr20c,14142,G,53,128024,27994,10 3 9 17 4 12 15 13 20 19 6 8 11 16 1 14 5 7 18 2
chr20c,14142,S,53,128024,17164,18 8 20 19 17 9 15 4 3 12 11 13 16 5 14 2 1 6 10 7
chr20c,14142,RS,53,128024,62738,10 3 7 2 14 13 8 9 1 4 11 20 19 12 17 5 16 18 6 15
chr20c,14142,RW,53,128024,67390,7 8 20 19 5 18 13 10 12 16 1 17 2 14 3 6 4 15 9 11
chr20c,14142,H,54,77916,114430,2 5 16 1 13 20 14 7 3 10 4 6 18 17 15 19 11 8 9 12
chr20c,14142,G,54,77916,23570,19 7 17 14 18 2 8 1 11 4 9 3 20 12 16 6 10 13 5 15
chr20c,14142,S,54,77916,32222,15 11 4 14 18 13 19 10 16 12 8 3 5 17 9 1 7 6 2 20
chr20c,14142,RS,54,77916,53478,6 14 13 20 17 1 11 2 10 18 9 4 5 16 12 8 15 3 7 19
chr20c,14142,RW,54,77916,69980,4 2 13 16 5 3 6 1 8 10 9 19 12 11 20 14 18 15 17 7
chr20c,14142,H,55,102216,89598,19 1 16 5 13 17 14 9 11 10 4 6 18 20 15 3 2 8 7 12
chr20c,14142,G,55,102216,32040,1 9 5 13 12 4 20 7 6 17 14 11 16 3 8 18 19 10 2 15
chr20c,14142,S,55,102216,26376,1 3 12 20 18 2 8 17 11 4 9 10 7 19 15 14 6 13 5 16
chr20c,14142,RS,55,102216,74858,7 19 1 9 13 2 20 11 4 10 17 15 14 12 5 16 6 3 8 18
chr20c,14142,RW,55,102216,62522,16 5 14 10 1 9 20 13 3 12 11 8 15 4 17 7 19 6 18 2
chr20c,14142,H,56,113066,89686,11 1 16 5 13 17 14 9 19 10 3 6 18 20 15 4 2 8 7 12
chr20c,14142,G,56,113066,24422,13 8 6 5 4 12 14 2 7 1 10 9 15 17 11 16 20 18 3 19
chr20c,14142,S,56,113066,27388,3 1 7 20 10 19 6 18 5 2 14 8 15 17 11 13 4 12 9 16
chr20c,14142,RS,56,113066,64470,1 3 6 9 12 20 16 4 18 8 19 17 11 5 13 7 2 15 10 14
chr20c,14142,RW,56,113066,61658,8 13 16 6 15 9 2 18 3 17 12 1 14 11 20 19 4 7 5 10
chr20c,14142,H,57,118668,106746,19 5 15 6 13 17 14 7 11 8 3 1 18 9 16 12 2 10 20 4
chr20c,14142,G,57,118668,20880,4 5 13 14 15 2 16 18 11 12 9 8 3 17 19 1 7 6 10 20
chr20c,14142,S,57,118668,31348,13 8 2 16 11 17 9 4 15 18 10 5 12 14 6 20 3 1 19 7
chr20c,14142,RS,57,118668,66034,9 17 6 15 14 8 2 7 10 13 20 18 3 11 19 4 1 5 16 12
chr20c,14142,RW,57,118668,56238,9 20 19 1 11 7 14 10 6 13 3 17 15 18 8 4 5 12 2 16
chr20c,14142,H,58,127870,102040,2 1 16 5 9 17 14 7 3 10 19 6 18 20 15 4 11 8 13 12
chr20c,14142,G,58,127870,26012,18 19 17 20 11 10 7 16 12 4 3 8 9 1 2 14 6 13 5 15
chr20c,14142,S,58,127870,20752,19 7 17 18 14 10 6 13 15 9 3 4 5 8 16 2 20 11 12 1
chr20c,14142,RS,58,127870,65454,12 6 1 17 7 5 16 18 10 13 19 15 9 2 20 8 4 3 14 11
chr20c,14142,RW,58,127870,50316,1 3 4 13 5 2 14 18 19 10 9 11 16 20 6 7 17 12 8 15
chr20c,14142,H,59,107540,100584,2 5 16 1 7 17 15 9 3 10 19 6 18 20 12 4 11 8 13 14
chr20c,14142,G,59,107540,21804,4 13 3 5 14 7 16 10 8 12 11 17 15 9 18 1 20 6 2 19
chr20c,14142,S,59,107540,26392,4 13 17 5 16 18 11 12 19 10 8 6 20 2 1 15 7 3 9 14
chr20c,14142,RS,59,107540,64316,20 18 1 12 5 2 3 6 17 4 9 11 19 8 10 14 15 13 16 7
chr20c,14142,RW,59,107540,63862,17 15 5 8 10 4 7 1 14 2 13 12 3 9 20 6 16 19 18 11
chr20c,14142,H,60,131814,81436,2 5 16 1 13 17 14 9 19 10 3 8 11 20 15 4 18 6 7 12
chr20c,14142,G,60,131814,21356,18 8 17 19 15 10 16 11 4 12 3 9 13 7 5 1 20 6 2 14
chr20c,14142,S,60,131814,16872,18 1 17 19 8 10 20 11 12 4 3 9 16 7 2 14 6 13 5 15
chr20c,14142,RS,60,131814,66762,8 10 12 13 16 9 20 2 1 19 3 4 7 5 11 6 14 17 18 15
chr20c,14142,RW,60,131814,60304,2 16 20 5 1 12 13 18 14 10 11 6 7 3 19 15 17 8 9 4
chr20c,14142,H,61,153754,88216,2 1 16 5 13 17 14 9 19 10 4 6 18 20 15 3 11 8 7 12
chr20c,14142,G,61,153754,24358,12 6 9 14 1 11 16 13 5 18 7 4 15 8 2 19 20 17 10 3
chr20c,14142,S,61,153754,22502,11 9 16 7 2 13 17 1 19 4 8 18 20 12 3 6 10 5 14 15
chr20c,14142,RS,61,153754,77102,10 17 18 9 14 4 12 7 2 15 6 20 1 3 13 8 19 11 16 5
chr20c,14142,RW,61,153754,57500,12 1 19 2 15 13 20 10 11 18 16 3 14 5 9 8 4 6 7 17
chr20c,14142,H,62,130014,114764,6 5 15 18 13 20 12 17 19 8 3 1 11 9 16 4 2 10 7 14
chr20c,14142,G,62,130014,29934,18 8 10 19 17 9 15 12 20 1 11 6 4 2 14 16 7 3 13 5
chr20c,14142,S,62,130014,24780,17 10 18 5 19 1 14 12 9 13 3 6 20 2 7 16 11 4 8 15
chr20c,14142,RS,62,130014,67048,20 1 9 12 18 11 4 13 3 14 7 8 10 6 5 17 19 15 2 16
chr20c,14142,RW,62,130014,63668,11 7 20 14 18 9 4 13 2 12 16 17 19 5 8 10 1 6 3 15
chr20c,14142,H,63,94758,91746,2 1 16 5 7 17 12 20 19 10 3 6 11 9 15 4 18 8 13 14
chr20c,14142,G,63,94758,24124,4 5 2 14 13 11 16 1 7 18 9 3 15 12 20 10 19 8 17 6
chr20c,14142,S,63,94758,19860,12 6 9 10 2 11 14 13 5 18 7 4 15 8 16 19 20 1 17 3
chr20c,14142,RS,63,94758,58760,10 17 12 3 19 9 14 18 7 13 20 2 15 6 4 8 11 1 16 5
chr20c,14142,RW,63,94758,58730,11 9 17 15 20 12 5 4 7 10 2 13 16 14 6 1 8 19 3 18
chr20c,14142,H,64,114518,84092,19 1 17 5 13 16 12 9 2 10 4 6 11 20 15 3 18 8 7 14
chr20c,14142,G,64,114518,29420,9 11 17 20 2 5 14 13 19 10 4 8 15 1 16 18 6 3 12 7
chr20c,14142,S,64,114518,24818,11 9 6 7 2 12 14 13 20 17 1 4 3 8 16 5 19 10 18 15
chr20c,14142,RS,64,114518,59330,16 8 17 7 15 4 3 11 6 10 13 20 19 2 5 9 14 18 12 1
chr20c,14142,RW,64,114518,60584,20 9 15 12 2 16 5 10 11 1 4 8 14 6 7 19 13 18 3 17
chr20c,14142,H,65,87604,92478,2 5 16 8 13 20 14 9 19 10 3 1 18 17 15 4 11 6 7 12
chr20c,14142,G,65,87604,23364,18 19 6 20 1 12 16 11 14 10 2 9 13 7 5 4 8 3 17 15
chr20c,14142,S,65,87604,29354,1 3 9 12 7 10 11 8 14 17 4 13 15 20 16 5 19 2 18 6
chr20c,14142,RS,65,87604,62898,16 13 10 11 14 12 6 5 20 18 9 8 19 4 2 3 17 1 7 15
chr20c,14142,RW,65,87604,55840,9 1 19 16 11 2 7 4 12 3 17 14 6 15 13 10 8 5 20 18
chr20c,14142,H,66,118312,88392,11 1 12 5 13 17 15 7 19 10 3 6 18 20 16 4 2 8 9 14
chr20c,14142,G,66,118312,32678,17 18 5 19 2 11 20 13 7 10 9 4 14 16 1 8 6 3 12 15
chr20c,14142,S,66,118312,17796,12 6 1 20 2 18 11 4 19 10 8 13 16 5 14 9 15 3 17 7
chr20c,14142,RS,66,118312,60458,13 7 15 8 2 10 17 14 9 12 3 6 5 4 19 11 16 1 18 20
chr20c,14142,RW,66,118312,61176,4 5 20 6 13 2 1 14 16 10 9 17 8 19 11 7 15 12 3 18
chr20c,14142,H,67,118148,88594,2 1 16 5 13 17 15 7 19 10 3 6 18 20 14 4 11 8 9 12
chr20c,14142,G,67,118148,19404,2 12 17 11 9 18 16 3 19 4 8 10 20 1 7 14 6 13 5 15
chr20c,14142,S,67,118148,22552,14 4 19 16 15 7 17 8 3 12 11 13 5 18 20 2 9 6 10 1
chr20c,14142,RS,67,118148,67266,17 14 3 18 19 16 8 13 15 12 4 1 5 11 2 9 10 20 7 6
chr20c,14142,RW,67,118148,65204,13 8 1 16 4 3 7 2 14 6 20 9 5 10 15 18 12 11 17 19
chr20c,14142,H,68,121870,78896,11 1 15 5 13 17 14 9 19 10 4 6 18 20 16 3 2 8 7 12
chr20c,14142,G,68,121870,33772,10 3 4 17 9 6 15 11 20 1 14 7 8 2 5 13 16 18 12 19
chr20c,14142,S,68,121870,22180,7 11 9 3 12 10 2 4 15 18 17 13 16 5 14 19 20 1 8 6
chr20c,14142,RS,68,121870,61098,19 18 16 1 13 4 7 9 2 10 15 11 17 20 6 14 5 12 3 8
chr20c,14142,RW,68,121870,50518,10 12 9 8 3 2 15 14 6 18 11 4 5 16 7 13 1 17 19 20
chr20c,14142,H,69,123386,86192,18 1 16 5 13 17 14 9 3 10 19 8 11 20 15 4 2 6 7 12
chr20c,14142,G,69,123386,24378,17 10 19 2 15 18 11 4 20 1 8 5 7 14 6 9 13 3 12 16
chr20c,14142,S,69,123386,26346,19 7 5 14 2 4 15 9 6 18 13 11 3 12 16 17 10 1 8 20
chr20c,14142,RS,69,123386,72174,19 14 3 7 8 1 13 6 20 2 11 12 16 18 10 4 9 17 15 5
chr20c,14142,RW,69,123386,58958,13 6 11 4 5 9 1 3 16 12 17 7 15 10 19 14 8 20 2 18
chr20c,14142,H,70,85620,88734,2 1 16 5 13 17 14 9 19 10 3 6 18 20 15 12 11 8 7 4
chr20c,14142,G,70,85620,28360,20 3 5 8 9 4 2 10 14 18 13 12 16 17 6 11 15 1 19 7
chr20c,14142,S,70,85620,28956,20 3 5 9 8 4 16 10 14 18 13 12 2 17 6 11 15 1 19 7
chr20c,14142,RS,70,85620,66240,18 6 4 19 17 15 9 10 2 12 8 16 11 3 5 20 7 14 1 13
chr20c,14142,RW,70,85620,61464,1 9 3 12 20 7 8 15 11 4 16 14 13 17 2 19 18 6 10 5
chr20c,14142,H,71,87766,70088,11 6 15 5 13 17 14 20 19 10 3 1 18 9 16 4 2 8 7 12
chr20c,14142,G,71,87766,22428,5 4 17 11 13 10 8 1 15 12 9 18 19 3 16 7 20 6 2 14
chr20c,14142,S,71,87766,22866,13 4 3 16 8 10 20 11 15 12 17 7 19 5 18 9 1 6 2 14
chr20c,14142,RS,71,87766,67676,18 8 11 5 19 9 6 7 13 2 14 12 10 3 1 20 16 15 4 17
chr20c,14142,RW,71,87766,57110,1 13 9 3 18 20 19 15 5 12 6 17 16 4 14 11 2 7 8 10
chr20c,14142,H,72,96430,107912,11 5 17 1 13 16 14 9 19 10 3 6 18 20 15 4 2 8 7 12
chr20c,14142,G,72,96430,28224,2 9 20 11 17 3 15 4 7 1 10 13 6 5 14 16 19 18 12 8
chr20c,14142,S,72,96430,28252,7 3 11 8 19 9 17 4 10 1 2 5 15 14 6 13 16 18 12 20
chr20c,14142,RS,72,96430,70314,10 12 5 15 8 17 1 6 18 2 19 7 3 9 4 14 13 20 11 16
chr20c,14142,RW,72,96430,65178,18 9 2 8 4 12 6 15 14 1 20 16 10 17 11 7 3 19 13 5
chr20c,14142,H,73,120258,84364,2 1 16 5 13 17 12 9 19 10 4 8 11 20 15 3 18 6 7 14
chr20c,14142,G,73,120258,25782,18 8 13 19 17 4 15 9 14 12 5 11 3 20 16 10 1 6 2 7
chr20c,14142,S,73,120258,31076,18 8 4 6 19 16 7 17 14 9 13 10 15 2 5 20 1 11 12 3
chr20c,14142,RS,73,120258,56976,4 13 9 5 3 12 19 17 20 14 1 18 10 2 8 6 15 7 16 11
chr20c,14142,RW,73,120258,44172,19 12 1 18 5 9 13 16 20 10 11 7 15 8 14 6 17 3 4 2
chr20c,14142,H,74,111418,114498,2 1 16 18 13 20 14 9 3 10 4 6 5 17 15 19 11 8 7 12
chr20c,14142,G,74,111418,27582,4 13 2 5 14 16 6 19 15 9 8 7 3 18 17 10 20 11 12 1
chr20c,14142,S,74,111418,23660,10 3 17 8 12 2 1 19 11 4 9 7 20 18 14 6 15 13 5 16
chr20c,14142,RS,74,111418,68232,13 8 12 2 4 10 3 11 1 17 18 9 7 15 6 20 5 14 16 19
chr20c,14142,RW,74,111418,59632,10 15 1 18 6 13 4 17 14 2 5 3 8 19 7 12 20 16 9 11
chr20c,14142,H,75,111580,107936,19 1 16 5 13 17 15 9 2 8 3 6 18 20 14 4 11 10 7 12
chr20c,14142,G,75,111580,25414,12 2 4 10 6 13 14 11 16 18 8 9 15 7 5 19 20 1 17 3
chr20c,14142,S,75,111580,24168,13 4 2 8 6 9 14 17 20 1 11 10 15 5 19 12 16 18 3 7
chr20c,14142,RS,75,111580,61942,9 20 17 2 10 12 6 15 11 1 19 8 14 4 18 3 16 5 7 13
chr20c,14142,RW,75,111580,72150,17 16 4 5 14 10 15 2 6 8 7 12 9 19 1 13 20 18 3 11
chr20c,14142,H,76,119036,96180,19 1 16 5 13 20 14 9 2 10 3 6 18 17 15 4 11 8 7 12
chr20c,14142,G,76,119036,23020,6 12 17 14 4 10 5 2 15 18 3 9 16 11 13 19 20 1 8 7
chr20c,14142,S,76,119036,21744,12 6 4 10 20 13 3 18 16 11 8 1 14 17 19 2 5 9 7 15
chr20c,14142,RS,76,119036,63226,1 7 3 12 9 10 11 20 5 2 6 15 14 8 16 17 4 19 13 18
chr20c,14142,RW,76,119036,65490,3 4 13 7 6 2 14 12 16 17 1 10 20 9 8 15 19 18 5 11
chr20c,14142,H,77,107122,91514,2 1 16 5 13 20 14 9 19 10 3 6 11 17 15 4 18 8 7 12
chr20c,14142,G,77,107122,31572,19 7 5 14 18 13 10 1 6 2 8 3 20 12 16 11 4 9 17 15
chr20c,14142,S,77,107122,30126,9 11 2 20 10 13 3 6 5 18 16 12 7 4 14 17 19 1 8 15
chr20c,14142,RS,77,107122,60906,1 19 5 20 9 4 16 12 2 18 7 6 3 10 14 8 11 15 17 13
chr20c,14142,RW,77,107122,68246,19 7 20 17 4 2 3 6 13 16 11 18 15 12 5 1 9 14 8 10
chr20c,14142,H,78,73552,94634,2 1 16 5 13 17 14 20 19 8 3 6 11 9 15 4 18 10 7 12
chr20c,14142,G,78,73552,22326,8 20 17 16 10 18 3 9 19 4 1 11 7 12 2 14 6 13 5 15
chr20c,14142,S,78,73552,18656,12 2 9 20 1 10 18 7 8 4 17 11 16 19 3 14 6 13 5 15
chr20c,14142,RS,78,73552,62714,18 17 13 20 10 3 1 2 5 14 7 19 8 12 9 4 16 6 11 15
chr20c,14142,RW,78,73552,60210,4 5 19 13 15 17 18 16 20 10 12 11 1 2 3 6 14 9 8 7
chr20c,14142,H,79,109956,88426,2 1 16 18 13 17 15 9 19 10 4 6 5 20 14 3 11 8 7 12
chr20c,14142,G,79,109956,21472,2 9 12 17 16 7 14 4 3 18 11 13 15 5 6 10 19 1 8 20
chr20c,14142,S,79,109956,29100,14 4 7 16 6 3 11 12 13 18 20 2 5 10 9 17 19 1 8 15
chr20c,14142,RS,79,109956,69008,16 14 20 2 7 12 15 3 5 18 1 9 13 8 4 17 11 6 10 19
chr20c,14142,RW,79,109956,54660,2 9 11 4 1 20 16 13 19 12 3 15 5 17 8 18 6 7 14 10
chr20c,14142,H,80,109316,123112,2 1 17 5 7 16 14 9 19 10 3 6 18 20 15 4 11 8 13 12
chr20c,14142,G,80,109316,16944,12 6 1 7 10 18 17 9 19 4 8 11 3 2 20 14 15 13 5 16
chr20c,14142,S,80,109316,26776,4 13 5 16 14 17 12 3 15 18 2 10 9 7 20 19 11 1 8 6
chr20c,14142,RS,80,109316,71244,11 5 1 13 7 20 12 10 9 6 8 2 19 16 17 14 3 18 4 15
chr20c,14142,RW,80,109316,65298,14 16 9 19 4 3 15 5 20 10 8 11 2 13 12 6 18 17 7 1
chr20c,14142,H,81,113390,89262,2 5 16 1 13 17 14 9 19 10 3 6 18 20 15 4 11 8 7 12
chr20c,14142,G,81,113390,25418,11 9 18 7 15 10 16 5 17 12 3 4 8 13 19 1 20 6 2 14
chr20c,14142,S,81,113390,24898,1 18 5 3 16 17 14 13 19 12 10 4 15 8 11 9 7 6 2 20
chr20c,14142,RS,81,113390,62768,19 14 10 12 1 5 2 18 3 13 4 20 7 6 17 16 11 8 15 9
chr20c,14142,RW,81,113390,60568,4 7 15 6 5 10 14 1 19 2 8 3 12 9 18 16 20 13 11 17
chr20c,14142,H,82,70870,83408,19 1 16 5 13 17 14 7 2 10 3 8 18 20 15 4 11 6 9 12
chr20c,14142,G,82,70870,27906,11 2 18 5 7 8 19 6 16 10 13 4 1 14 20 17 9 3 12 15
chr20c,14142,S,82,70870,28528,11 7 20 2 9 18 15 10 6 13 19 3 14 12 17 1 16 4 8 5
chr20c,14142,RS,82,70870,61248,14 15 13 4 16 2 11 18 12 20 19 1 17 10 5 7 3 6 8 9
chr20c,14142,RW,82,70870,60830,16 4 14 8 2 20 9 18 13 10 6 7 11 1 19 15 17 12 3 5
chr20c,14142,H,83,103278,84658,19 1 16 5 7 17 15 9 2 10 3 8 11 20 14 4 18 6 13 12
chr20c,14142,G,83,103278,25768,8 13 20 18 16 12 11 14 1 10 2 4 5 6 19 9 15 3 17 7
chr20c,14142,S,83,103278,36074,8 13 10 20 18 17 19 6 5 1 2 4 15 14 11 9 16 12 3 7
chr20c,14142,RS,83,103278,60098,18 7 2 11 17 5 10 6 15 1 13 4 8 14 20 9 3 12 16 19
chr20c,14142,RW,83,103278,57982,11 15 20 7 14 18 10 2 1 17 19 9 3 12 16 5 8 6 4 13
chr20c,14142,H,84,107670,77960,2 1 15 5 13 17 14 9 3 10 19 6 18 20 16 4 11 8 7 12
chr20c,14142,G,84,107670,29678,10 17 9 15 3 12 7 18 2 13 6 1 14 19 20 16 5 4 8 11
chr20c,14142,S,84,107670,22000,9 11 16 12 20 2 3 18 13 4 17 1 7 8 19 6 10 5 14 15
chr20c,14142,RS,84,107670,74584,5 20 16 17 4 11 14 2 7 13 6 12 19 9 1 3 10 15 18 8
chr20c,14142,RW,84,107670,52818,1 12 2 19 20 13 7 10 3 8 4 6 14 9 17 16 5 15 18 11
chr20c,14142,H,85,77990,97214,2 5 16 6 9 17 15 7 19 10 3 1 11 20 14 4 18 8 13 12
chr20c,14142,G,85,77990,32804,12 6 17 14 10 2 4 8 19 1 11 13 15 20 16 9 7 18 3 5
chr20c,14142,S,85,77990,25854,10 17 8 15 12 13 6 9 5 1 4 11 14 2 20 16 7 18 3 19
chr20c,14142,RS,85,77990,72208,13 2 1 18 4 7 5 20 14 9 19 12 6 3 10 15 16 11 8 17
chr20c,14142,RW,85,77990,57922,10 9 12 14 16 1 7 17 3 13 2 6 11 18 5 19 15 4 8 20
chr20c,14142,H,86,116588,95716,2 5 17 1 13 16 14 9 19 10 4 6 18 20 15 3 11 8 7 12
chr20c,14142,G,86,116588,21308,4 5 10 15 13 9 8 1 20 12 11 18 19 3 16 7 14 6 2 17
chr20c,14142,S,86,116588,26528,4 13 6 5 10 14 3 9 15 18 16 11 7 12 2 17 19 1 8 20
chr20c,14142,RS,86,116588,71638,17 18 20 12 14 8 7 2 5 1 13 16 4 11 15 6 19 3 9 10
chr20c,14142,RW,86,116588,52836,20 3 15 6 9 18 11 17 4 16 1 5 7 19 10 2 8 14 12 13
chr20c,14142,H,87,112470,87282,19 6 16 5 13 17 14 7 3 10 2 1 11 9 15 12 18 8 20 4
chr20c,14142,G,87,112470,32994,20 3 12 9 8 2 16 4 13 19 11 5 15 6 10 17 14 7 18 1
chr20c,14142,S,87,112470,35680,19 7 17 5 14 2 15 6 11 1 12 4 8 10 20 9 13 18 3 16
chr20c,14142,RS,87,112470,65486,11 7 3 6 8 2 14 10 13 20 16 4 5 17 12 15 19 1 18 9
chr20c,14142,RW,87,112470,62380,5 4 18 17 16 8 14 12 3 20 10 6 13 7 11 9 2 1 19 15
chr20c,14142,H,88,107536,86900,11 1 15 5 7 17 12 9 19 10 3 6 18 20 16 4 2 8 13 14
chr20c,14142,G,88,107536,27250,17 2 19 18 10 7 15 12 3 13 11 6 14 9 20 16 1 4 8 5
chr20c,14142,S,88,107536,29990,17 18 19 5 10 7 9 12 3 13 11 6 20 2 1 16 15 4 8 14
chr20c,14142,RS,88,107536,63118,4 6 12 10 1 16 9 18 7 13 11 3 20 17 19 15 8 5 2 14
chr20c,14142,RW,88,107536,53942,11 14 2 5 9 12 17 1 19 10 20 16 18 6 13 7 4 3 8 15
chr20c,14142,H,89,87526,86948,11 1 16 5 7 20 14 17 19 8 3 6 18 9 15 12 2 10 13 4
chr20c,14142,G,89,87526,28570,9 11 12 2 20 6 15 1 14 18 4 3 5 13 16 10 19 8 17 7
chr20c,14142,S,89,87526,30322,9 11 16 20 12 2 1 7 4 17 13 19 14 3 8 5 6 10 18 15
chr20c,14142,RS,89,87526,61032,1 9 13 18 3 15 6 8 10 17 14 20 4 16 11 5 2 19 12 7
chr20c,14142,RW,89,87526,60808,18 19 11 12 8 5 4 16 6 3 17 14 15 7 2 20 1 10 13 9
chr20c,14142,H,90,93618,85324,2 5 16 1 13 17 12 7 19 10 3 8 11 20 15 4 18 6 9 14
chr20c,14142,G,90,93618,22354,4 14 5 6 13 17 16 11 15 18 10 9 12 7 2 19 20 1 8 3
chr20c,14142,S,90,93618,28586,4 14 16 6 5 13 11 17 15 1 8 10 19 2 18 9 20 12 3 7
chr20c,14142,RS,90,93618,71488,14 19 8 9 1 13 18 3 2 5 11 7 6 20 10 15 4 17 16 12
