Instance, OptCost, Algorithm, Run, InitCost, FinalCost, Solution
chr20c,14142,S,427,103298,31002,13 4 16 8 2 14 11 10 15 19 6 3 20 12 9 17 5 7 18 1
chr20c,14142,RS,427,103298,70474,17 2 3 14 6 1 20 11 18 12 9 5 8 7 13 15 19 4 16 10
chr20c,14142,RW,427,103298,61846,9 3 11 15 20 6 16 12 8 5 18 1 2 7 14 13 19 17 4 10
chr20c,14142,H,428,131644,116060,2 5 16 18 7 17 14 9 3 10 4 6 11 20 15 12 1 8 13 19
chr20c,14142,G,428,131644,34074,19 14 17 5 18 2 20 7 9 13 12 11 10 3 1 16 6 4 8 15
chr20c,14142,S,428,131644,23442,10 3 5 12 17 4 6 18 14 11 13 1 20 8 19 2 15 9 7 16
chr20c,14142,RS,428,131644,67780,10 14 20 18 3 1 6 16 15 9 19 4 13 8 2 7 17 11 12 5
chr20c,14142,RW,428,131644,73222,1 17 13 12 3 16 6 10 2 18 5 7 4 8 9 20 14 15 19 11
chr20c,14142,H,429,114310,107880,2 1 16 5 7 17 15 9 19 10 3 6 18 20 14 4 11 8 13 12
chr20c,14142,G,429,114310,30314,17 10 6 5 2 14 13 12 16 7 4 9 15 1 20 3 8 11 19 18
chr20c,14142,S,429,114310,25148,10 9 6 18 17 12 5 13 20 7 1 4 15 8 2 3 14 11 19 16
chr20c,14142,RS,429,114310,61394,19 7 11 9 16 12 6 4 20 10 2 15 8 13 5 14 1 18 17 3
chr20c,14142,RW,429,114310,71474,6 17 5 12 14 9 18 4 20 7 2 16 19 13 11 10 8 3 15 1
chr20c,14142,H,430,135594,96180,19 1 16 5 13 20 14 9 2 10 3 6 18 17 15 4 11 8 7 12
chr20c,14142,G,430,135594,23634,4 13 11 5 10 7 17 20 16 12 19 3 15 8 18 9 1 6 2 14
chr20c,14142,S,430,135594,32120,6 12 20 14 18 9 7 17 1 13 11 10 15 2 19 16 5 4 8 3
chr20c,14142,RS,430,135594,55686,3 20 9 1 18 10 16 2 15 14 17 11 5 8 4 6 13 12 19 7
chr20c,14142,RW,430,135594,54116,17 6 18 19 12 7 14 4 3 1 11 2 15 10 5 8 13 16 20 9
chr20c,14142,H,431,89136,79838,19 1 15 5 13 17 12 9 2 10 3 6 18 20 16 4 11 8 7 14
chr20c,14142,G,431,89136,25710,17 2 1 19 18 13 20 10 11 4 8 3 7 12 9 6 15 5 14 16
chr20c,14142,S,431,89136,22888,2 12 1 11 17 18 15 10 19 4 8 3 20 9 7 14 6 13 5 16
chr20c,14142,RS,431,89136,66824,11 8 9 5 20 12 15 13 10 6 2 16 7 4 3 18 14 17 1 19
chr20c,14142,RW,431,89136,64310,19 18 7 17 12 1 2 8 11 4 9 20 10 5 13 14 16 6 3 15
chr20c,14142,H,432,129258,89022,2 1 16 5 13 17 14 9 19 10 3 6 18 20 15 4 11 8 7 12
chr20c,14142,G,432,129258,37558,12 6 18 1 9 8 20 2 16 17 13 11 7 4 14 19 15 10 5 3
chr20c,14142,S,432,129258,31920,13 8 1 2 16 18 9 6 11 17 20 12 7 4 14 19 15 10 5 3
chr20c,14142,RS,432,129258,59466,13 19 18 5 4 15 16 2 11 3 14 9 6 12 20 17 8 7 10 1
chr20c,14142,RW,432,129258,52562,9 10 12 20 15 16 19 7 8 4 1 14 2 11 3 13 17 18 6 5
chr20c,14142,H,433,81202,78780,2 1 15 5 13 17 14 9 19 10 3 8 18 20 16 4 11 6 7 12
chr20c,14142,G,433,81202,18452,9 11 13 20 2 4 16 12 14 10 5 6 19 1 7 18 8 3 17 15
chr20c,14142,S,433,81202,26100,1 12 20 16 13 18 5 11 19 10 8 9 15 7 2 4 6 3 17 14
chr20c,14142,RS,433,81202,64458,11 9 3 5 20 18 14 1 13 10 17 19 15 12 16 7 8 2 6 4
chr20c,14142,RW,433,81202,61964,13 16 2 6 5 7 4 18 19 1 3 17 14 8 11 10 15 12 9 20
chr20c,14142,H,434,93722,92996,2 1 16 5 13 17 12 9 19 10 3 6 18 20 15 4 11 8 7 14
chr20c,14142,G,434,93722,33786,20 9 8 6 19 18 7 2 15 10 1 11 5 13 16 17 4 3 12 14
chr20c,14142,S,434,93722,22718,19 7 2 17 18 12 11 4 20 10 1 13 16 5 14 8 6 3 9 15
chr20c,14142,RS,434,93722,66274,13 8 14 6 17 15 5 7 4 18 3 16 9 19 11 12 1 20 10 2
chr20c,14142,RW,434,93722,62604,11 18 20 6 13 15 16 1 12 17 14 3 8 19 7 9 5 10 2 4
chr20c,14142,H,435,104462,75864,19 1 15 5 13 17 14 9 2 10 3 6 18 20 16 4 11 8 7 12
chr20c,14142,G,435,104462,19404,2 12 17 11 9 18 16 3 19 4 8 10 20 1 7 14 6 13 5 15
chr20c,14142,S,435,104462,35140,17 10 18 2 6 19 14 13 5 20 7 4 15 16 11 8 12 3 9 1
chr20c,14142,RS,435,104462,61182,6 4 20 10 8 9 3 5 15 1 11 16 2 17 13 14 7 18 12 19
chr20c,14142,RW,435,104462,60386,15 13 6 7 2 20 11 1 19 10 8 18 16 12 5 3 17 9 4 14
chr20c,14142,H,436,98298,122644,19 1 16 5 13 17 15 7 11 8 4 6 18 20 14 3 2 10 9 12
chr20c,14142,G,436,98298,28412,2 11 4 16 9 13 20 12 3 19 8 6 15 10 1 17 14 7 18 5
chr20c,14142,S,436,98298,25902,2 12 14 17 9 4 11 1 6 18 5 3 7 13 16 19 20 8 10 15
chr20c,14142,RS,436,98298,70308,19 7 17 5 18 20 8 1 6 14 9 12 10 2 13 3 11 16 15 4
chr20c,14142,RW,436,98298,63298,12 17 6 15 9 14 8 18 16 4 19 20 10 11 1 2 7 3 13 5
chr20c,14142,H,437,98808,71022,19 1 16 5 7 17 14 20 3 10 2 6 11 9 15 4 18 8 13 12
chr20c,14142,G,437,98808,29564,10 3 8 6 4 18 13 2 15 19 1 12 16 9 11 14 5 7 17 20
chr20c,14142,S,437,98808,32666,8 20 15 16 13 17 4 2 6 19 10 12 3 9 11 14 5 7 18 1
chr20c,14142,RS,437,98808,64806,10 5 11 6 12 2 17 4 14 7 9 15 16 20 13 19 8 18 3 1
chr20c,14142,RW,437,98808,57916,8 7 3 5 20 18 14 4 10 9 19 13 17 15 6 2 11 16 12 1
chr20c,14142,H,438,113036,109958,2 1 17 5 13 16 14 7 3 10 19 6 18 20 15 12 11 8 9 4
chr20c,14142,G,438,113036,19242,18 17 1 19 8 12 16 4 7 9 6 13 15 5 14 10 20 11 2 3
chr20c,14142,S,438,113036,36558,2 13 9 16 17 12 15 19 1 6 10 7 3 18 5 20 11 4 14 8
chr20c,14142,RS,438,113036,74324,17 2 5 20 10 6 13 16 9 18 4 7 12 15 14 1 19 3 8 11
chr20c,14142,RW,438,113036,69772,19 7 3 2 5 14 4 17 20 12 15 13 8 18 16 11 10 1 6 9
chr20c,14142,H,439,125476,113054,2 1 17 5 13 16 12 7 19 10 3 6 18 20 15 4 11 8 9 14
chr20c,14142,G,439,125476,23202,10 3 9 17 6 2 14 18 11 13 12 1 7 19 20 16 5 4 8 15
chr20c,14142,S,439,125476,18026,4 13 17 5 14 10 16 18 9 12 3 8 15 19 11 1 7 6 2 20
chr20c,14142,RS,439,125476,69248,14 8 1 16 6 18 20 17 15 13 7 10 12 9 5 2 19 11 4 3
chr20c,14142,RW,439,125476,62444,13 2 19 18 8 7 10 11 15 12 16 5 17 9 3 1 14 6 20 4
chr20c,14142,H,440,113506,101458,11 5 16 1 13 17 14 7 19 10 3 6 18 9 15 4 2 8 20 12
chr20c,14142,G,440,113506,27568,10 3 20 18 17 9 15 5 16 12 2 4 8 11 13 7 14 6 1 19
chr20c,14142,S,440,113506,25372,10 3 6 17 18 4 20 11 15 13 14 9 12 7 5 16 1 8 2 19
chr20c,14142,RS,440,113506,66670,11 19 13 15 5 3 9 4 20 10 7 16 18 1 2 8 6 14 12 17
chr20c,14142,RW,440,113506,66840,14 13 20 15 19 9 10 8 5 12 3 16 1 18 11 4 17 2 6 7
chr20c,14142,H,441,111028,73548,2 1 16 5 13 17 14 20 19 10 4 6 11 9 15 3 18 8 7 12
chr20c,14142,G,441,111028,17294,12 6 9 2 10 1 7 4 16 18 3 13 15 5 14 19 20 8 17 11
chr20c,14142,S,441,111028,23600,1 12 9 3 16 10 2 4 6 18 17 13 15 5 14 20 11 8 19 7
chr20c,14142,RS,441,111028,58144,4 5 14 20 6 18 17 10 19 11 1 12 15 13 3 16 7 2 9 8
chr20c,14142,RW,441,111028,65034,9 20 13 17 11 1 12 16 8 3 19 15 6 14 2 18 5 7 10 4
chr20c,14142,H,442,112466,106584,2 1 16 5 13 17 15 9 19 8 3 10 18 20 14 4 11 6 7 12
chr20c,14142,G,442,112466,21978,4 5 13 6 14 8 15 9 16 18 20 11 3 12 2 10 19 1 17 7
chr20c,14142,S,442,112466,23114,12 2 20 9 6 8 14 7 16 18 13 11 5 19 3 10 4 1 17 15
chr20c,14142,RS,442,112466,68140,2 19 5 16 1 11 7 13 15 10 4 6 12 8 17 9 14 18 3 20
chr20c,14142,RW,442,112466,74116,18 16 8 3 10 15 2 12 20 1 17 6 11 7 14 19 4 5 9 13
chr20c,14142,H,443,83236,93660,11 1 16 5 13 17 12 9 19 10 3 6 18 20 15 4 2 8 7 14
chr20c,14142,G,443,83236,32526,18 17 8 19 6 13 14 1 5 9 4 3 7 12 16 10 20 11 2 15
chr20c,14142,S,443,83236,20472,3 1 13 7 10 4 6 8 14 2 5 18 15 20 16 17 11 12 9 19
chr20c,14142,RS,443,83236,65330,1 9 7 5 16 2 4 6 12 17 11 18 13 14 20 8 19 3 10 15
chr20c,14142,RW,443,83236,61916,10 12 2 9 17 20 5 19 18 4 3 7 16 6 1 11 15 14 13 8
chr20c,14142,H,444,105640,93492,2 1 15 5 7 20 12 9 19 8 3 6 11 17 16 4 18 10 13 14
chr20c,14142,G,444,105640,25756,12 9 17 7 6 2 10 4 16 18 11 13 15 5 14 19 20 1 8 3
chr20c,14142,S,444,105640,30310,18 8 1 17 19 12 13 14 20 11 10 4 3 6 16 2 5 9 7 15
chr20c,14142,RS,444,105640,70622,7 3 14 12 11 10 13 9 15 19 17 1 20 16 8 6 5 2 4 18
chr20c,14142,RW,444,105640,57192,3 10 5 20 9 6 7 1 14 13 12 19 2 18 16 15 17 11 8 4
chr20c,14142,H,445,102106,93190,5 1 16 18 13 17 15 7 19 10 3 6 11 20 14 4 2 8 9 12
chr20c,14142,G,445,102106,26514,6 12 8 14 4 18 13 3 19 11 1 10 17 20 7 5 15 9 2 16
chr20c,14142,S,445,102106,25900,4 5 14 2 13 6 16 3 11 10 12 1 19 20 7 18 8 17 9 15
chr20c,14142,RS,445,102106,67674,13 19 14 6 8 2 4 11 16 18 15 12 7 5 9 10 20 1 3 17
chr20c,14142,RW,445,102106,70758,11 3 8 13 15 18 2 12 9 4 19 6 10 20 1 17 14 5 7 16
chr20c,14142,H,446,122936,96334,11 1 16 5 13 20 12 7 19 10 3 8 18 17 15 4 2 6 9 14
chr20c,14142,G,446,122936,31592,13 8 4 16 2 5 15 12 11 18 17 6 14 9 7 19 20 1 10 3
chr20c,14142,S,446,122936,28012,12 6 10 20 9 4 11 19 14 13 5 7 15 18 17 16 1 8 2 3
chr20c,14142,RS,446,122936,61398,2 4 19 13 12 16 7 9 5 10 8 15 1 14 11 6 18 3 17 20
chr20c,14142,RW,446,122936,71168,9 16 7 20 15 19 11 1 18 10 14 6 13 8 5 3 12 17 4 2
chr20c,14142,H,447,112936,110324,2 1 16 5 13 17 12 9 3 8 19 6 18 20 15 4 11 10 7 14
chr20c,14142,G,447,112936,27080,4 13 2 14 5 12 11 20 7 10 1 9 19 8 18 6 15 3 17 16
chr20c,14142,S,447,112936,34974,1 12 5 13 18 17 11 20 19 10 2 9 16 8 6 15 7 3 4 14
chr20c,14142,RS,447,112936,63552,2 12 3 13 4 7 20 1 15 10 19 8 14 9 16 18 5 6 11 17
chr20c,14142,RW,447,112936,62360,3 13 16 7 17 4 1 20 2 10 6 19 11 8 14 18 15 9 12 5
chr20c,14142,H,448,115242,92860,2 1 16 5 13 20 15 9 19 10 3 6 11 17 14 4 18 8 7 12
chr20c,14142,G,448,115242,21920,18 1 20 8 17 12 2 4 9 7 6 13 15 5 14 3 10 11 19 16
chr20c,14142,S,448,115242,22266,2 12 9 16 13 11 8 4 15 18 7 5 3 14 6 10 19 1 17 20
chr20c,14142,RS,448,115242,62112,3 1 5 17 20 11 19 15 4 2 6 7 14 8 10 18 13 12 9 16
chr20c,14142,RW,448,115242,65152,7 11 2 3 16 20 12 13 19 4 18 1 10 8 14 15 5 6 17 9
chr20c,14142,H,449,108708,87616,2 1 16 5 13 17 14 9 19 10 3 8 18 20 15 4 11 6 7 12
chr20c,14142,G,449,108708,29440,4 5 17 14 10 18 3 13 11 12 19 8 15 2 16 1 7 6 9 20
chr20c,14142,S,449,108708,31832,4 13 14 10 5 6 17 11 18 20 12 7 16 2 15 8 1 3 9 19
chr20c,14142,RS,449,108708,51968,2 16 5 1 4 11 15 18 6 7 9 20 13 12 8 14 10 19 3 17
chr20c,14142,RW,449,108708,54872,18 19 6 8 5 14 11 9 7 13 10 3 17 12 20 1 15 16 4 2
chr20c,14142,H,450,113736,73476,19 1 15 5 13 17 14 7 2 10 3 6 11 20 16 4 18 8 9 12
chr20c,14142,G,450,113736,34406,18 8 6 10 19 14 5 1 7 2 4 3 20 13 16 17 11 12 9 15
chr20c,14142,S,450,113736,30718,19 7 14 18 17 6 15 3 4 11 12 10 8 1 20 5 13 9 2 16
chr20c,14142,RS,450,113736,66744,19 18 5 20 4 17 7 2 12 10 14 13 15 1 11 8 6 9 3 16
chr20c,14142,RW,450,113736,55760,7 14 10 5 11 4 19 12 13 18 15 6 9 1 2 8 16 17 3 20
chr20a,2192,H,1,10508,9876,19 14 7 10 8 18 20 3 17 4 9 12 15 11 1 5 16 2 13 6
chr20a,2192,G,1,10508,3170,5 11 19 18 9 14 3 17 4 1 20 6 15 2 7 16 10 13 12 8
chr20a,2192,S,1,10508,3540,16 13 7 4 8 3 6 14 17 2 10 20 15 9 11 19 12 1 5 18
chr20a,2192,RS,1,10508,6792,13 11 20 18 17 8 5 19 2 4 7 10 15 16 6 9 14 1 12 3
chr20a,2192,RW,1,10508,5878,6 12 18 14 4 15 3 20 5 13 2 10 16 17 1 11 8 19 9 7
chr20a,2192,H,2,12682,9242,11 6 20 10 13 16 8 3 17 4 9 12 14 19 1 15 18 2 7 5
chr20a,2192,G,2,12682,3064,13 4 1 18 16 9 17 15 10 6 8 11 2 3 14 12 5 7 19 20
chr20a,2192,S,2,12682,3216,16 4 9 14 10 1 6 7 12 19 8 13 3 20 5 17 2 18 11 15
chr20a,2192,RS,2,12682,6230,15 11 7 2 13 14 8 6 19 10 16 12 4 18 9 5 3 20 1 17
chr20a,2192,RW,2,12682,6974,18 8 1 16 20 13 5 11 9 14 3 4 19 15 6 12 7 10 2 17
chr20a,2192,H,3,10926,10126,19 6 8 10 13 1 20 3 17 4 9 12 15 11 18 14 16 2 7 5
chr20a,2192,G,3,10926,3096,9 20 1 18 3 16 15 17 19 10 7 2 12 14 4 8 11 6 13 5
chr20a,2192,S,3,10926,2710,17 19 5 18 2 11 15 10 4 20 13 9 3 14 12 8 1 6 7 16
chr20a,2192,RS,3,10926,7792,15 12 17 19 16 18 2 13 20 8 14 10 3 9 1 6 7 11 5 4
chr20a,2192,RW,3,10926,7644,5 17 15 19 7 12 6 20 13 18 10 2 4 1 11 8 3 9 16 14
chr20a,2192,H,4,12006,10654,19 6 20 10 7 16 8 17 3 4 9 12 14 11 1 15 18 2 13 5
chr20a,2192,G,4,12006,3386,16 4 2 14 10 11 15 7 12 19 8 9 3 6 5 18 1 17 13 20
chr20a,2192,S,4,12006,2894,6 4 20 13 10 12 1 14 19 2 18 7 15 5 16 11 3 17 8 9
chr20a,2192,RS,4,12006,6688,4 18 7 6 11 3 12 5 17 14 2 20 19 1 9 16 15 13 10 8
chr20a,2192,RW,4,12006,7706,8 5 10 11 1 7 16 4 9 15 13 3 19 6 20 2 14 17 12 18
chr20a,2192,H,5,10840,10394,19 5 8 10 13 18 20 3 17 2 9 12 14 11 1 15 16 4 7 6
chr20a,2192,G,5,10840,3560,19 5 20 13 17 12 15 1 8 4 18 6 7 10 16 2 14 3 9 11
chr20a,2192,S,5,10840,2966,17 5 3 13 11 20 15 1 8 4 9 12 7 10 14 2 6 18 19 16
chr20a,2192,RS,5,10840,6976,11 5 16 19 10 20 9 8 12 2 14 17 13 7 4 15 18 3 6 1
chr20a,2192,RW,5,10840,6248,19 18 17 10 12 9 16 15 8 2 7 5 14 20 13 11 1 6 4 3
chr20a,2192,H,6,11236,10624,19 6 8 4 13 18 20 3 17 10 12 9 14 11 1 15 16 2 7 5
chr20a,2192,G,6,11236,3872,11 15 2 16 17 13 1 8 9 14 5 4 10 3 19 12 6 7 18 20
chr20a,2192,S,6,11236,3772,17 18 5 10 6 19 15 8 14 9 12 20 7 4 11 1 3 13 2 16
chr20a,2192,RS,6,11236,7554,13 5 16 1 20 4 19 17 15 14 8 3 2 11 10 6 12 9 18 7
chr20a,2192,RW,6,11236,6712,12 14 7 13 16 3 20 19 17 5 8 18 1 4 11 15 9 10 2 6
chr20a,2192,H,7,10696,10740,3 5 8 10 13 18 20 19 17 4 12 9 14 11 1 15 16 2 7 6
chr20a,2192,G,7,10696,3592,16 4 2 10 18 11 15 8 14 5 20 9 7 6 13 17 3 12 1 19
chr20a,2192,S,7,10696,3464,12 6 2 10 18 13 15 5 3 8 19 4 17 7 20 16 14 1 9 11
chr20a,2192,RS,7,10696,7986,18 10 4 5 9 2 14 7 17 11 12 16 1 15 6 20 8 13 3 19
chr20a,2192,RW,7,10696,5874,7 3 11 20 10 9 8 18 14 4 6 16 1 2 5 15 13 19 17 12
chr20a,2192,H,8,9642,9494,19 6 20 4 13 1 8 3 17 10 9 12 14 11 18 15 16 2 7 5
chr20a,2192,G,8,9642,3116,1 13 9 4 3 20 10 14 2 17 7 12 15 16 5 18 6 8 11 19
chr20a,2192,S,8,9642,3014,12 6 20 4 10 3 15 14 2 5 8 7 19 11 13 17 1 9 16 18
chr20a,2192,RS,8,9642,6380,7 4 17 16 15 18 9 8 13 14 2 19 11 5 12 6 3 1 20 10
chr20a,2192,RW,8,9642,6490,17 18 5 4 6 10 15 13 14 8 12 16 7 2 20 9 19 11 3 1
chr20a,2192,H,9,11604,10336,19 6 17 14 13 1 8 3 20 4 9 12 10 11 18 15 16 2 7 5
chr20a,2192,G,9,11604,3270,3 18 7 17 19 12 15 16 6 5 14 20 1 4 11 13 8 10 9 2
chr20a,2192,S,9,11604,3202,11 18 9 10 19 20 15 2 3 4 14 8 13 7 6 5 16 1 12 17
chr20a,2192,RS,9,11604,6672,8 6 10 18 14 15 9 20 19 13 12 11 4 17 7 2 16 5 3 1
chr20a,2192,RW,9,11604,6644,3 13 5 2 4 12 11 17 9 16 18 10 1 20 14 6 7 8 15 19
chr20a,2192,H,10,11226,11374,3 5 8 10 7 16 17 19 20 2 9 12 14 11 1 15 18 4 13 6
chr20a,2192,G,10,11226,3244,15 10 2 4 8 11 13 17 14 18 16 5 7 6 1 20 19 12 9 3
chr20a,2192,S,10,11226,3714,19 2 14 4 13 12 16 3 10 15 1 6 7 8 17 11 18 20 5 9
chr20a,2192,RS,10,11226,6262,4 3 12 9 10 14 1 17 16 20 15 6 2 8 18 5 19 13 7 11
chr20a,2192,RW,10,11226,7212,2 19 12 20 5 11 10 4 3 1 17 9 14 6 7 13 16 18 8 15
chr20a,2192,H,11,10738,10804,19 6 7 4 13 18 20 3 17 10 9 12 14 11 1 15 16 2 8 5
chr20a,2192,G,11,10738,3306,13 16 1 2 7 9 15 4 19 12 3 11 10 18 6 20 5 17 14 8
chr20a,2192,S,11,10738,3134,6 12 13 18 7 2 15 20 19 10 3 11 1 17 4 8 9 5 14 16
chr20a,2192,RS,11,10738,7610,8 2 10 14 4 18 6 5 13 1 17 20 15 16 9 19 3 12 11 7
chr20a,2192,RW,11,10738,6562,16 2 11 7 9 5 1 19 8 18 20 4 14 10 17 3 6 15 12 13
chr20a,2192,H,12,8706,10100,3 12 8 14 13 18 20 19 17 4 9 6 15 11 1 10 16 2 7 5
chr20a,2192,G,12,8706,3424,15 4 7 14 13 3 12 16 19 6 2 10 1 5 18 20 8 11 17 9
chr20a,2192,S,12,8706,3168,2 4 7 14 16 3 15 13 19 10 8 20 1 5 18 6 9 11 17 12
chr20a,2192,RS,12,8706,7406,3 18 7 15 19 10 20 1 16 17 12 6 13 2 8 5 4 11 9 14
chr20a,2192,RW,12,8706,6420,13 3 16 7 18 14 8 9 19 11 10 4 17 20 2 12 5 1 15 6
chr20a,2192,H,13,11200,8908,11 5 8 10 13 18 17 3 20 4 9 12 14 19 1 15 16 2 7 6
chr20a,2192,G,13,11200,3358,12 20 19 6 3 18 14 15 4 13 7 17 9 10 2 16 5 8 11 1
chr20a,2192,S,13,11200,3234,5 13 16 2 3 8 1 15 11 12 7 10 17 18 20 6 4 19 9 14
chr20a,2192,RS,13,11200,6436,2 12 9 6 20 17 13 14 1 3 8 18 16 19 10 4 15 5 7 11
chr20a,2192,RW,13,11200,5692,19 1 12 16 9 6 17 2 14 4 20 10 7 13 15 18 5 3 8 11
chr20a,2192,H,14,11944,9206,11 6 20 10 13 16 8 3 17 4 9 12 15 19 1 14 18 2 7 5
chr20a,2192,G,14,11944,3940,2 13 4 5 11 10 19 17 8 1 9 18 6 20 7 16 15 3 12 14
chr20a,2192,S,14,11944,2918,2 13 5 16 1 17 7 15 8 14 9 18 11 20 6 4 19 3 12 10
chr20a,2192,RS,14,11944,7126,6 8 11 20 2 5 9 3 19 16 14 13 18 17 4 7 1 12 10 15
chr20a,2192,RW,14,11944,6540,8 16 18 14 11 6 9 4 12 19 17 20 13 7 1 5 15 3 2 10
chr20a,2192,H,15,8910,9562,19 12 20 14 7 18 8 3 17 2 9 6 10 11 1 15 16 4 13 5
chr20a,2192,G,15,8910,3306,17 18 12 19 3 20 5 14 13 2 7 8 15 1 4 11 10 16 6 9
chr20a,2192,S,15,8910,3824,7 3 15 13 20 11 2 16 5 6 8 18 1 17 4 12 10 19 14 9
chr20a,2192,RS,15,8910,6318,2 10 17 3 5 16 18 15 7 13 11 8 6 14 1 4 20 19 9 12
chr20a,2192,RW,15,8910,6022,16 4 9 13 14 7 18 5 2 10 12 1 19 11 8 15 3 6 20 17
chr20a,2192,H,16,11084,9364,11 6 8 10 13 18 20 3 17 4 12 9 15 19 1 5 16 2 7 14
chr20a,2192,G,16,11084,3924,19 1 20 16 9 3 8 14 2 18 11 7 6 13 17 10 12 5 15 4
chr20a,2192,S,16,11084,3194,20 18 11 17 3 9 15 19 5 4 7 1 12 13 14 10 16 2 6 8
chr20a,2192,RS,16,11084,6478,20 10 7 8 3 18 14 15 13 16 9 11 12 2 4 1 6 19 5 17
chr20a,2192,RW,16,11084,5908,19 18 15 20 3 9 1 5 8 14 7 11 12 10 13 16 4 6 2 17
chr20a,2192,H,17,10648,9136,19 6 20 10 13 18 8 3 17 4 1 12 14 11 9 5 16 2 7 15
chr20a,2192,G,17,10648,3016,6 14 20 19 16 12 5 17 2 18 8 7 15 4 11 1 3 10 9 13
chr20a,2192,S,17,10648,3154,4 2 6 19 11 12 13 17 14 20 5 7 15 16 18 9 3 8 10 1
chr20a,2192,RS,17,10648,6692,3 7 17 12 14 9 5 19 16 18 6 20 10 4 13 11 8 1 15 2
chr20a,2192,RW,17,10648,6594,11 15 10 2 20 18 1 12 4 6 9 13 8 16 17 7 5 14 19 3
chr20a,2192,H,18,11894,9056,19 5 8 14 13 16 20 3 17 4 12 9 10 11 18 15 1 2 7 6
chr20a,2192,G,18,11894,3748,9 1 3 16 6 10 7 5 8 11 14 4 17 20 2 18 15 12 13 19
chr20a,2192,S,18,11894,3688,2 4 13 16 6 1 8 15 14 9 10 18 17 12 11 3 19 20 5 7
chr20a,2192,RS,18,11894,7270,7 1 18 9 20 12 5 16 10 14 3 2 19 6 17 15 11 4 13 8
chr20a,2192,RW,18,11894,6724,12 14 4 16 10 5 11 7 9 8 6 19 18 2 1 15 17 13 20 3
chr20a,2192,H,19,9756,9400,3 6 8 10 13 9 20 19 17 4 1 12 15 11 18 14 16 2 7 5
chr20a,2192,G,19,9756,3796,12 20 2 9 3 11 15 16 10 1 7 6 8 4 18 19 14 13 17 5
chr20a,2192,S,19,9756,3178,6 4 10 14 16 18 15 12 13 19 8 20 7 2 5 1 3 11 17 9
chr20a,2192,RS,19,9756,8226,7 3 12 1 9 19 13 17 6 20 10 11 16 14 15 18 5 4 8 2
chr20a,2192,RW,19,9756,6084,13 5 19 11 4 20 8 17 18 16 2 6 14 10 7 3 12 15 1 9
chr20a,2192,H,20,9356,10024,19 6 7 10 8 18 20 17 3 4 9 12 14 16 1 15 11 2 13 5
chr20a,2192,G,20,9356,3752,2 16 13 15 8 1 14 18 4 20 10 9 19 5 3 12 11 17 7 6
chr20a,2192,S,20,9356,3596,16 14 1 6 12 13 20 18 4 17 7 2 15 10 5 3 11 8 19 9
chr20a,2192,RS,20,9356,7420,20 18 9 4 12 10 16 14 15 17 7 8 13 19 6 5 11 2 1 3
chr20a,2192,RW,20,9356,6542,5 11 12 13 17 7 3 16 2 20 4 8 19 14 15 9 10 6 18 1
chr20a,2192,H,21,9836,8344,11 6 8 10 13 16 20 3 17 4 9 12 14 19 1 15 18 2 7 5
chr20a,2192,G,21,9836,2940,10 4 18 15 13 20 17 8 11 14 2 3 16 9 6 19 7 1 12 5
chr20a,2192,S,21,9836,3602,10 4 17 2 16 19 15 12 13 20 8 18 7 5 9 6 3 11 1 14
chr20a,2192,RS,21,9836,7724,4 16 11 2 12 5 1 19 10 20 3 17 9 13 6 18 15 8 14 7
chr20a,2192,RW,21,9836,6526,7 18 9 19 10 1 5 20 8 14 15 13 11 12 4 6 2 17 16 3
chr20a,2192,H,22,8134,10050,19 6 20 14 13 1 8 17 3 4 9 12 10 11 18 15 16 2 7 5
chr20a,2192,G,22,8134,3804,8 10 15 7 6 4 1 17 3 12 14 13 5 20 2 19 16 9 11 18
chr20a,2192,S,22,8134,3964,8 10 9 7 14 1 3 16 11 12 19 13 15 18 6 17 2 20 4 5
chr20a,2192,RS,22,8134,6602,14 19 15 18 13 4 12 7 10 20 1 6 3 16 8 2 17 5 9 11
chr20a,2192,RW,22,8134,6174,12 19 11 5 1 15 18 9 10 17 20 4 13 6 3 8 2 14 7 16
chr20a,2192,H,23,11870,10112,19 6 8 10 13 18 20 3 17 4 9 12 14 11 1 5 16 2 7 15
chr20a,2192,G,23,11870,3098,17 18 19 20 11 2 15 3 12 8 9 4 7 6 13 16 10 14 5 1
chr20a,2192,S,23,11870,3048,19 18 2 15 10 13 16 14 20 11 8 4 12 3 5 9 6 7 17 1
chr20a,2192,RS,23,11870,7832,17 12 1 6 15 19 11 5 10 8 9 18 14 3 4 16 20 13 2 7
chr20a,2192,RW,23,11870,7060,1 9 16 11 19 8 4 14 15 20 17 2 6 12 3 5 13 7 18 10
chr20a,2192,H,24,9716,9812,11 6 7 10 13 16 3 17 20 4 12 9 15 19 1 14 18 2 8 5
chr20a,2192,G,24,9716,3234,12 20 2 9 18 16 15 14 1 11 19 8 6 13 5 7 10 4 17 3
chr20a,2192,S,24,9716,3350,8 16 12 9 14 20 10 3 1 11 6 18 7 13 5 15 19 2 17 4
chr20a,2192,RS,24,9716,6920,5 17 18 9 19 3 10 1 15 12 6 7 8 4 20 14 16 2 11 13
chr20a,2192,RW,24,9716,6652,8 3 14 10 17 12 5 11 1 18 15 7 19 9 4 2 13 20 6 16
chr20a,2192,H,25,12990,8608,18 6 7 10 13 16 8 3 17 4 9 12 14 19 1 15 11 2 20 5
